,ANNO,ID_OPERA,PROGR,TIPO_OPERA,STATO,MATERIALE,MACR,COMUNE,ORIENTAZIO,NOTE,H_MED_MSL,H_MIN_MSL,H_MAX_MSL,L_OPERA_M,AMP_BASE,AMP_VARCO,D_RIVA_M,FONT_DRIVA,ANNO_COSTR,ENTE_COSTR,INTERVENTO,NOTE_INT,ANNO_INT,ENTE_INT,ESO_M,VOLO,SHAPE_AREA,SHAPE_LEN
43,2020.0,470.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,E-O,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1983,-0.54900002,-1.28999996,0.223,15.0,,,60.0,Linea 2019,,,nessuno,,0,,G1,Volo Costa 2019 AdbPo,256.390038345,82.8606952708
44,2020.0,472.0,0.0,Infrastrutture minori,emersa,CALCESTRUZZO,7.0,GORO,E-O,PONTILE E MURETTI REALIZZATI IN SEGUTO ALL'APERTURA DI UN VARCO PER LA CIRCOLAZIONE DELL'ACQUA,0.39000002,-0.08,1.11000001,30.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,403.1515538,220.5869345
45,2020.0,473.0,0.0,Difesa longitudinale distaccata soffolta,relitta,SACCHI DI SABBIA,7.0,GORO,E-O,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,-0.1898406,-0.23115559,-0.1519933,40.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,100.11373223,82.6677780919
46,2020.0,474.0,0.0,Difesa longitudinale distaccata soffolta,relitta,SACCHI DI SABBIA,7.0,GORO,E-O,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,-0.16591364,-0.18379377,-0.14613226,45.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,191.50156884,101.035518764
47,2020.0,475.0,0.0,Difesa longitudinale distaccata soffolta,relitta,SACCHI DI SABBIA,7.0,GORO,E-O,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,-0.20261385,-0.21787503,-0.16220832,40.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,130.71763158,82.4953561255
48,2020.0,476.0,0.0,Difesa longitudinale distaccata soffolta,relitta,SACCHI DI SABBIA,7.0,GORO,E-O,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,-0.1730141,-0.20899567,-0.12178591,40.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,123.3586424,84.160316205
49,2020.0,477.0,0.0,Difesa longitudinale aderente,emersa,SACCHI DI SABBIA,7.0,GORO,E-O,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,0.05291536,-0.21488923,0.33989754,80.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,179.191899635,158.668618373
50,2020.0,478.0,0.0,Difesa longitudinale aderente,emersa,SACCHI DI SABBIA,7.0,GORO,NO-SE,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,-0.29525051,-0.36102605,-0.21327229,75.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,162.22478551,155.603256524
51,2020.0,479.0,0.0,Difesa longitudinale aderente,emersa,SACCHI DI SABBIA,7.0,GORO,NO-SE,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA,-0.39693695,-0.54194814,-0.25297475,40.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,92.55551724,82.7836948312
52,2020.0,480.0,0.0,Difesa longitudinale aderente,emersa,SACCHI DI SABBIA,7.0,GORO,NO-SE,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA FINITO IN MARE PER EROSIONE,-0.38754973,-0.45642564,-0.31867382,20.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,49.456519825,42.6572220076
53,2020.0,481.0,1.0,Difesa longitudinale aderente,emersa,SACCHI DI SABBIA,7.0,GORO,NO-SE,RESIDUI DI TUBI IN GEOTESSUTO RIEMPITI DI SABBIA FINITO IN MARE PER EROSIONE,0.06719455,-0.14306967,0.23,25.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,59.539639425,54.851514366
54,2020.0,481.0,2.0,Difesa longitudinale aderente,emersa,PIETRAME,7.0,GORO,NO-SE,RESIDUO DI UN MURETTOIN PIETRAME,0.09563331,-0.04873338,0.23999999,15.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,59.89498138,44.3205253608
55,2020.0,509.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,NO-SE,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1980,-1.08175004,-1.75,0.26300001,15.0,,,50.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,219.74089813,63.6760900824
56,2020.0,510.0,0.0,Foce armata,emersa,MASSI CALCAREI,4.0,RAVENNA,ENE-OSO,,0.32270589,-1.53999996,2.07999992,225.0,,,0.0,Linea 2019,2008,REGIONE EMILIA-ROMAGNA,nessuno,,0,,,Volo Costa 2019 AdbPo,2159.20245409,465.894948695
57,2020.0,511.0,1.0,Difesa trasversale soffolta,soffolta,MASSI CALCAREI,4.0,RAVENNA,E-O,,-1.13501883,-3.31999993,0.97000003,170.0,,,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,1243.52085132,254.061399365
58,2020.0,512.0,0.0,Difesa trasversale,emersa,MASSI CALCAREI,4.0,RAVENNA,NE-SO,,1.04519355,0.084,1.97000003,80.0,,-,0.0,Linea 2019,,,nessuno,,0,,G30,Volo Costa 2019 AdbPo,777.317489065,170.800865465
59,2020.0,513.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,,1.79365361,-0.019,2.4519999,315.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,12642.7435852,707.200968066
60,2020.0,514.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,,,0.68274999,0.039,1.72899997,16.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,218.3722487,60.1620783797
61,2020.0,515.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,,2.39666677,2.19000006,2.58999991,50.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,49.453003425,100.910111542
62,2020.0,516.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,E-O,,0.0,0.0,0.0,50.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,53.645791025,100.307814125
63,2020.0,517.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,0.0,RAVENNA,N-S,PROTEZIONE MOLO,1.7681818,1.07599998,2.71000004,350.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,318.442465,76.6473877292
64,2020.0,518.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,ENE-OSO,,1.90053189,1.13,2.3599999,210.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,2335.9430788,500.317899087
65,2020.0,519.0,0.0,Area portuale,emersa,CALCESTRUZZO,0.0,RAVENNA,,,1.51207447,-1.58000004,3.03999996,700.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,27349.4184302,2582.15462299
66,2020.0,520.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,1.0,CATTOLICA,N-S,,2.5589211,0.046,4.77600002,330.0,,,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,5744.67707303,1097.48978182
67,2020.0,521.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,1.0,CATTOLICA,NO-SE,,-0.38306755,-2.98000002,0.98400003,100.0,,,0.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,1307.2885374,220.665789207
68,2020.0,522.0,0.0,Area portuale,emersa,CALCESTRUZZO,2.0,RIMINI,NE-SO,,1.93851304,-5.6500001,11.81299973,620.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,17323.7090706,2092.00208635
69,2020.0,458.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,2.0,BELLARIA-IGEA MARINA,NO-SE,SOGLIA SOFFOLTA A PROTEZIONE DEL VARCHO TRA LE SCOGLIERE EMERSE,-1.78299999,-2.29999995,-1.45000005,15.0,,,140.0,Linea 2019,,,nessuno,,0,,G11,Volo Costa 2019 AdbPo,264.64501364,102.62819546
70,2020.0,459.0,0.0,Difesa area portuale,emersa,MASSI CALCAREI,1.0,RICCIONE,NO-SE,PROTEZIONE MOLO,2.25887489,0.28400001,10.34399986,40.0,,-,0.0,Linea 2019,,,nessuno,,0,,,Volo Costa 2019 AdbPo,195.442051665,87.6431946928
71,2020.0,460.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,MISANO ADRIATICO,ONO-ESE,PARTE SOFFOLTA DEL PROLUNGAMENTO DELLA SCOGLIERA EMERSA,0.00888889,-0.12,0.13,35.0,,,30.0,Linea 2019,,,nessuno,,0,,G6,Volo Costa 2019 AdbPo,211.66909922,68.3755889699
72,2020.0,461.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,MISANO ADRIATICO,ONO-ESE,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1989,0.1355,0.105,0.16599999,5.0,,,10.0,Linea 2019,1989,,nessuno,,0,,G6,Volo Costa 2019 AdbPo,45.11874336,35.852235665
73,2020.0,462.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,MISANO ADRIATICO,ONO-ESE,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1989,0.018,-0.13699999,0.17299999,5.0,,,10.0,Linea 2019,,,nessuno,,0,,G6,Volo Costa 2019 AdbPo,54.920924735,39.7595387804
74,2020.0,463.0,0.0,Difesa trasversale soffolta,soffolta,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,PARTE SOFFOLTA DEL PROLUNGAMENTO DEL PENNELLO  A TERGO,-2.54312491,-3.1500001,0.13500001,35.0,,,0.0,Linea 2019,,,nessuno,,0,,G5,Volo Costa 2019 AdbPo,170.850222905,78.2876660943
75,2020.0,464.0,0.0,Difesa trasversale soffolta,soffolta,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,PARTE SOFFOLTA DEL PROLUNGAMENTO DELLA DIFESA TRASVERSALE EMERSA (PROTEZIONE MOLO),-2.36500001,-2.44000006,-2.27999997,15.0,,,0.0,Linea 2019,,,nessuno,,0,,G3,Volo Costa 2019 AdbPo,99.55237256,47.7698417476
76,2020.0,465.0,0.0,Difesa trasversale soffolta,soffolta,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,PARTE SOFFOLTA DEL PROLUNGAMENTO DELLA DIFESA TRASVERSALE EMERSA (PROTEZIONE MOLO),-2.18420005,-3.1500001,0.70899999,20.0,,,0.0,Linea 2019,,,nessuno,,0,,G3,Volo Costa 2019 AdbPo,128.03431534,57.5102889668
77,2020.0,466.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,E-O,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1980,-0.034875,-0.5,0.12,15.0,,,35.0,Linea 2019,,,nessuno,,0,,G1,Volo Costa 2019 AdbPo,172.57192339,62.0007432605
78,2020.0,467.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,E-O,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1980,-0.38616666,-1.32000005,0.149,15.0,,,45.0,Linea 2019,,,nessuno,,0,,G1,Volo Costa 2019 AdbPo,276.24761768,78.0139903058
79,2020.0,468.0,0.0,Difesa longitudinale distaccata soffolta,soffolta,MASSI CALCAREI,1.0,CATTOLICA,E-O,SOGLIA SOFFOLTA PER APERTURA DI UN VARCO  NELLA SCOGLIERA EMERSA NEL 1983,-0.70257145,-1.44000006,0.131,10.0,,,60.0,Linea 2019,,,nessuno,,0,,G1,Volo Costa 2019 AdbPo,163.652201495,74.2927998529
80,2020.0,25.0,0.0,Infrastrutture minori,emersa,MASSI IN CALCESTRUZZO,1.0,CATTOLICA,N-S,,0.13864705,-2.17000008,1.73199999,160.0,,-,0.0,Linea 2019,,,nessuno,,0,,G2,Volo Costa 2019 AdbPo,428.086004905,337.681073131
81,2020.0,26.0,0.0,Area portuale,emersa,MASSI CALCAREI,1.0,MISANO ADRIATICO,NE-SO,PROTEZIONE MOLO,0.94690907,-3.02999997,2.42700005,45.0,,-,0.0,Linea 2019,,,nessuno,,0,,G3,Volo Costa 2019 AdbPo,253.85199275,114.809748833
82,2020.0,103.0,0.0,Infrastrutture minori,emersa,ACCIAIO E CALCESTRUZZO,2.0,RIMINI,NE-SO,PICCOLO MOLO,-0.64399999,-1.33000004,0.05,100.0,,-,0.0,Linea 2019,,,nessuno,,0,,G11,Volo Costa 2019 AdbPo,118.409206185,193.051653205
83,2020.0,104.0,0.0,Difesa longitudinale distaccata,emersa,MASSI CALCAREI,2.0,RIMINI,NO-SE,,0.32781819,-1.90999997,1.77600002,130.0,,15,80.0,Linea 2019,,,nessuno,,0,,G11,Volo Costa 2019 AdbPo,1327.47509476,274.454327737
